id;nom_voie;id_fantoir;numero;rep;code_insee;code_post;alias;nom_ld;nom_afnor;libelle_acheminement;x;y;lon;lat;nom_commune
ADRNIVX_0000000265767162;rue de bonvillers;0060;2;"";54084;54111;"";"";RUE DE BONVILLERS;MONT BONVILLERS;906170.3;6917671;5.83598506012528;49.3252931326092;Mont-Bonvillers
ADRNIVX_0000000265767165;rue de bonvillers;0060;3;"";54084;54111;"";"";RUE DE BONVILLERS;MONT BONVILLERS;906238.5;6917602.5;5.83688854356139;49.3246557592466;Mont-Bonvillers
ADRNIVX_0000000265767271;rue de bonvillers;0060;1;"";54084;54111;"";"";RUE DE BONVILLERS;MONT BONVILLERS;906144;6917706;5.83564088206095;49.3256160367456;Mont-Bonvillers
ADRNIVX_0000000265767164;rue de bonvillers;0060;2;B;54084;54111;"";"";RUE DE BONVILLERS;MONT BONVILLERS;906388;6917341.4;5.83881413662724;49.3222619291241;Mont-Bonvillers
ADRNIVX_0000000265767173;place du 19 mars 1962;0090;5;"";54084;54111;"";"";PLACE DU 19 MARS 1962;MONT BONVILLERS;906156.5;6917584;5.8357524373936;49.3245160391301;Mont-Bonvillers
ADRNIVX_0000000265767273;place du 19 mars 1962;0090;2;"";54084;54111;"";"";PLACE DU 19 MARS 1962;MONT BONVILLERS;906136.3;6917552.3;5.83545916720322;49.3242377874075;Mont-Bonvillers
ADRNIVX_0000000265767172;place du 19 mars 1962;0090;4;"";54084;54111;"";"";PLACE DU 19 MARS 1962;MONT BONVILLERS;906150.9;6917573;5.83567004230375;49.3244190301001;Mont-Bonvillers
ADRNIVX_0000000265767274;place du 19 mars 1962;0090;3;"";54084;54111;"";"";PLACE DU 19 MARS 1962;MONT BONVILLERS;906135;6917602.2;5.83546593765408;49.3246864742242;Mont-Bonvillers
ADRNIVX_0000000265767272;place du 19 mars 1962;0090;1;"";54084;54111;"";"";PLACE DU 19 MARS 1962;MONT BONVILLERS;906126.3;6917693.3;5.83539134630719;49.3255076610672;Mont-Bonvillers
ADRNIVX_0000000265767174;place du 19 mars 1962;0090;6;"";54084;54111;"";"";PLACE DU 19 MARS 1962;MONT BONVILLERS;906166.9;6917602;5.8359042584232;49.3246743819762;Mont-Bonvillers
ADRNIVX_0000000265766482;rue de l'église;0100;6;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906172.5;6917794.5;5.83607628583151;49.3264018596424;Mont-Bonvillers
ADRNIVX_0000000265766478;rue de l'église;0100;2;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906196.9;6917718.2;5.83637395481402;49.3257085578225;Mont-Bonvillers
ADRNIVX_0000000265766504;rue de l'église;0100;8;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906135.4;6917773.2;5.83555586562932;49.3262224898903;Mont-Bonvillers
ADRNIVX_0000000265767175;rue de l'église;0100;1;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906227.9;6917663.9;5.83677319097103;49.3252107564857;Mont-Bonvillers
ADRNIVX_0000000265766480;rue de l'église;0100;4;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906219.8;6917825;5.83674144357304;49.3266605802178;Mont-Bonvillers
ADRNIVX_0000000265766479;rue de l'église;0100;3;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906229.8;6917762;5.83684776301166;49.326091404315;Mont-Bonvillers
ADRNIVX_0000000265766505;rue de l'église;0100;18;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906180.3;6917771.5;5.83617213014071;49.3261927261201;Mont-Bonvillers
ADRNIVX_0000000265766483;rue de l'église;0100;7;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906157.3;6917790.2;5.83586525337903;49.3263681377058;Mont-Bonvillers
ADRNIVX_0000000265766481;rue de l'église;0100;5;"";54084;54111;"";"";RUE DE L EGLISE;MONT BONVILLERS;906180.5;6917757.7;5.83616806356947;49.3260686921084;Mont-Bonvillers
ADRNIVX_0000000265766513;rue fonds des lits;0120;15;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905854.8;6917947.5;5.8317852490717;49.3278787761244;Mont-Bonvillers
ADRNIVX_0000000265766536;rue fonds des lits;0120;39;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905771.5;6917904.5;5.83061914160921;49.3275193364077;Mont-Bonvillers
ADRNIVX_0000000265766764;rue fonds des lits;0120;3;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905649.3;6917870.2;5.828922684379;49.3272505661326;Mont-Bonvillers
ADRNIVX_0000000265766776;rue fonds des lits;0120;49;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905661;6917867.4;5.82908211310398;49.327221645639;Mont-Bonvillers
ADRNIVX_0000000265766507;rue fonds des lits;0120;10;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905756.7;6917906.7;5.8304168095972;49.3275438675965;Mont-Bonvillers
ADRNIVX_0000000265766508;rue fonds des lits;0120;11;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905785.4;6917917.7;5.83081669492135;49.327633437701;Mont-Bonvillers
ADRNIVX_0000000265766763;rue fonds des lits;0120;2;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905622.2;6917860.5;5.82854543644496;49.3271721529424;Mont-Bonvillers
ADRNIVX_0000000265766777;rue fonds des lits;0120;50;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905652.5;6917864.5;5.82896385814005;49.3271983309208;Mont-Bonvillers
ADRNIVX_0000000265766765;rue fonds des lits;0120;4;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905654.2;6917872;5.82899091810512;49.3272651583963;Mont-Bonvillers
ADRNIVX_0000000265766771;rue fonds des lits;0120;44;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905718;6917886.4;5.82987489943728;49.3273739723237;Mont-Bonvillers
ADRNIVX_0000000265766766;rue fonds des lits;0120;5;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905683.2;6917881.7;5.82939428157948;49.3273429583353;Mont-Bonvillers
ADRNIVX_0000000265766522;rue fonds des lits;0120;25;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905936.2;6917984.9;5.83292249558203;49.3281885106621;Mont-Bonvillers
ADRNIVX_0000000265766510;rue fonds des lits;0120;13;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905834.5;6917937;5.83150105976739;49.3277909938966;Mont-Bonvillers
ADRNIVX_0000000265766769;rue fonds des lits;0120;8;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905722;6917895;5.82993411470555;49.3274499404163;Mont-Bonvillers
ADRNIVX_0000000265766515;rue fonds des lits;0120;17;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905875.5;6917959.2;5.83207552893109;49.3279772086937;Mont-Bonvillers
ADRNIVX_0000000265766539;rue fonds des lits;0120;5115;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905828.8;6917926.3;5.83141744091786;49.3276967095162;Mont-Bonvillers
ADRNIVX_0000000265766517;rue fonds des lits;0120;19;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905893.5;6917969;5.83232776268017;49.3280594426873;Mont-Bonvillers
ADRNIVX_0000000265766528;rue fonds des lits;0120;31;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905874.4;6917951;5.83205636604611;49.3279039002549;Mont-Bonvillers
ADRNIVX_0000000265766516;rue fonds des lits;0120;18;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905882.3;6917962.7;5.83217071740816;49.3280064583105;Mont-Bonvillers
ADRNIVX_0000000265766534;rue fonds des lits;0120;37;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905789.4;6917910.5;5.83086812312343;49.3275674691554;Mont-Bonvillers
ADRNIVX_0000000265766519;rue fonds des lits;0120;21;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905912.9;6917979.5;5.83259958481775;49.3281475131004;Mont-Bonvillers
ADRNIVX_0000000265766506;rue fonds des lits;0120;9;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905750.9;6917904.7;5.83033610661085;49.3275277694047;Mont-Bonvillers
ADRNIVX_0000000265766521;rue fonds des lits;0120;22;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905920.5;6917983.7;5.83270611481094;49.328182792677;Mont-Bonvillers
ADRNIVX_0000000265766540;rue fonds des lits;0120;5431;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905948.4;6917990.3;5.83309284268697;49.3282330866451;Mont-Bonvillers
ADRNIVX_0000000265766768;rue fonds des lits;0120;7;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905717.4;6917893.4;5.82987010232355;49.3274370487247;Mont-Bonvillers
ADRNIVX_0000000265766774;rue fonds des lits;0120;47;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905683.4;6917874.9;5.82939368008953;49.3272818074208;Mont-Bonvillers
ADRNIVX_0000000265766525;rue fonds des lits;0120;28;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905908;6917969.2;5.83252715626537;49.328056564924;Mont-Bonvillers
ADRNIVX_0000000265766537;rue fonds des lits;0120;40;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905763;6917902;5.83050108242603;49.3274996165229;Mont-Bonvillers
ADRNIVX_0000000265766511;rue fonds des lits;0120;13;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905834;6917938.5;5.83149492716391;49.3278046299762;Mont-Bonvillers
ADRNIVX_0000000265766529;rue fonds des lits;0120;32;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905868.9;6917947.9;5.83197924284679;49.3278778248441;Mont-Bonvillers
ADRNIVX_0000000265766520;rue fonds des lits;0120;21;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905912.6;6917981.1;5.83259625068953;49.3281619830809;Mont-Bonvillers
ADRNIVX_0000000265766538;rue fonds des lits;0120;41;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905746.3;6917896.4;5.83026879191886;49.3274546897843;Mont-Bonvillers
ADRNIVX_0000000265766512;rue fonds des lits;0120;14;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905841;6917940.5;5.8315921242493;49.3278203406555;Mont-Bonvillers
ADRNIVX_0000000265766767;rue fonds des lits;0120;6;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905692.4;6917884.4;5.82952205954367;49.3273642505367;Mont-Bonvillers
ADRNIVX_0000000265766527;rue fonds des lits;0120;30;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905890;6917959.5;5.83227497153327;49.3279752296757;Mont-Bonvillers
ADRNIVX_0000000265766778;rue fonds des lits;0120;51;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905639.9;6917860;5.8287884636452;49.3271619628344;Mont-Bonvillers
ADRNIVX_0000000265766526;rue fonds des lits;0120;29;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905895.5;6917962.7;5.83235214434957;49.3280022032242;Mont-Bonvillers
ADRNIVX_0000000265766509;rue fonds des lits;0120;12;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905790;6917918.9;5.8308805105992;49.327642735568;Mont-Bonvillers
ADRNIVX_0000000265766524;rue fonds des lits;0120;27;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905915.3;6917973.5;5.83262961200235;49.328092839616;Mont-Bonvillers
ADRNIVX_0000000265766762;rue fonds des lits;0120;1;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905614.5;6917858.5;5.82843862052349;49.3271566651459;Mont-Bonvillers
ADRNIVX_0000000265766523;rue fonds des lits;0120;26;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905931;6917982;5.83284959353251;49.3281641357431;Mont-Bonvillers
ADRNIVX_0000000265766541;rue fonds des lits;0120;5432;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905951.1;6917991.7;5.83313064359378;49.3282447926262;Mont-Bonvillers
ADRNIVX_0000000265766779;rue fonds des lits;0120;52;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905629.9;6917856.2;5.82864914925432;49.3271310457623;Mont-Bonvillers
ADRNIVX_0000000265766533;rue fonds des lits;0120;36;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905803.2;6917914;5.83105952070995;49.3275944642455;Mont-Bonvillers
ADRNIVX_0000000265766514;rue fonds des lits;0120;16;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905861.3;6917951.4;5.83187651112461;49.3279117159841;Mont-Bonvillers
ADRNIVX_0000000265766770;rue fonds des lits;0120;43;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905727.7;6917889.5;5.83000974695768;49.3273986962894;Mont-Bonvillers
ADRNIVX_0000000265766532;rue fonds des lits;0120;35;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905809.9;6917916.5;5.83115284046057;49.3276147635974;Mont-Bonvillers
ADRNIVX_0000000265766518;rue fonds des lits;0120;20;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905900.5;6917972.9;5.83242589764266;49.3280922209443;Mont-Bonvillers
ADRNIVX_0000000265766530;rue fonds des lits;0120;33;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905853.7;6917938.2;5.831765544208;49.3277955860066;Mont-Bonvillers
ADRNIVX_0000000265766535;rue fonds des lits;0120;38;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905783.2;6917908.7;5.83078202080632;49.3275532968009;Mont-Bonvillers
ADRNIVX_0000000265766773;rue fonds des lits;0120;46;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905698.5;6917880;5.82960373180697;49.3273227594823;Mont-Bonvillers
ADRNIVX_0000000265766772;rue fonds des lits;0120;45;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905705.5;6917882.2;5.82970102595956;49.3273402683528;Mont-Bonvillers
ADRNIVX_0000000265766531;rue fonds des lits;0120;34;"";54084;54111;"";"";RUE FONDS DES LITS;MONT BONVILLERS;905849.4;6917936;5.83170535839956;49.3277772086248;Mont-Bonvillers
ADRNIVX_0000000265765535;chemin des fronts;0130;4;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905991.3;6918173.5;5.83377288606543;49.3298649883007;Mont-Bonvillers
ADRNIVX_0000000265765534;chemin des fronts;0130;3;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905975.5;6918148;5.83354313296121;49.3296410106348;Mont-Bonvillers
ADRNIVX_0000000328187047;chemin des fronts;0130;5390;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905948.8;6918106.6;5.83315571850309;49.3292777132746;Mont-Bonvillers
ADRNIVX_0000000265765532;chemin des fronts;0130;1;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905956.5;6918118.2;5.83326727678954;49.3293794363079;Mont-Bonvillers
ADRNIVX_0000000265766545;chemin des fronts;0130;5391;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905950.7;6918109.5;5.83318326441334;49.3293031521051;Mont-Bonvillers
ADRNIVX_0000000265766542;chemin des fronts;0130;5112;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905941.1;6918095.5;5.83304440733227;49.3291804817663;Mont-Bonvillers
ADRNIVX_0000000265766543;chemin des fronts;0130;5388;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905944.9;6918100.8;5.8330992522855;49.3292268678378;Mont-Bonvillers
ADRNIVX_0000000265766544;chemin des fronts;0130;5389;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905947.1;6918104.1;5.83313111892544;49.3292558032571;Mont-Bonvillers
ADRNIVX_0000000265765533;chemin des fronts;0130;2;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905966.2;6918133.5;5.83340815086495;49.3295137523713;Mont-Bonvillers
ADRNIVX_0000000265765536;chemin des fronts;0130;5;"";54084;54111;"";"";CHEMIN DES FRONTS;MONT BONVILLERS;905993;6918182.2;5.83380054584465;49.3299425944324;Mont-Bonvillers
ADRNIVX_0000000265765567;la gde grange;0135;5;B;54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905933.4;6918279.2;5.83302920080389;49.3308331912359;Mont-Bonvillers
ADRNIVX_0000000265766783;rue des fronts;0135;4;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905681.2;6917826;5.82933935017228;49.3268432318928;Mont-Bonvillers
ADRNIVX_0000000265766786;rue des fronts;0135;7;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905717.8;6917838.5;5.82984854649903;49.3269437362079;Mont-Bonvillers
ADRNIVX_0000000265766549;rue des fronts;0135;12;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905764.7;6917854.5;5.83050103539095;49.3270723618319;Mont-Bonvillers
ADRNIVX_0000000265766561;rue des fronts;0135;24;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905919;6917925;5.83265654282096;49.3276559571016;Mont-Bonvillers
ADRNIVX_0000000265766581;rue des fronts;0135;5117;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905843.8;6917876.5;5.83159905104821;49.3272445071339;Mont-Bonvillers
ADRNIVX_0000000265766556;rue des fronts;0135;19;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905870.7;6917898.5;5.83197962102157;49.3274334698244;Mont-Bonvillers
ADRNIVX_0000000265766566;rue des fronts;0135;29;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905976.9;6917946.5;5.83346294986851;49.3278304282404;Mont-Bonvillers
ADRNIVX_0000000265766551;rue des fronts;0135;14;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905784.5;6917861.4;5.83077657233667;49.32712796767;Mont-Bonvillers
ADRNIVX_0000000265766548;rue des fronts;0135;11;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905759.5;6917852.7;5.83042867822538;49.3270578670623;Mont-Bonvillers
ADRNIVX_0000000265766578;rue des fronts;0135;5113;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905845.8;6917877.5;5.83162703266848;49.3272528458726;Mont-Bonvillers
ADRNIVX_0000000265766546;rue des fronts;0135;9;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905738.8;6917845.7;5.83014072295572;49.3270016519989;Mont-Bonvillers
ADRNIVX_0000000265766787;rue des fronts;0135;8;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905722.3;6917840;5.82991113456519;49.3269557617953;Mont-Bonvillers
ADRNIVX_0000000265766562;rue des fronts;0135;25;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905936.8;6917934.5;5.83290587905352;49.3277355594081;Mont-Bonvillers
ADRNIVX_0000000265766554;rue des fronts;0135;17;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905820;6917874.5;5.83127095139471;49.327234210347;Mont-Bonvillers
ADRNIVX_0000000265766547;rue des fronts;0135;10;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905744.5;6917847.7;5.83022005063691;49.3270177825424;Mont-Bonvillers
ADRNIVX_0000000265766580;rue des fronts;0135;5116;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905845.7;6917877.4;5.83162560893293;49.3272519797707;Mont-Bonvillers
ADRNIVX_0000000265766559;rue des fronts;0135;22;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905897.2;6917913;5.83235099691538;49.3275551855092;Mont-Bonvillers
ADRNIVX_0000000265766582;rue des fronts;0135;5118;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905840.9;6917875.2;5.83155855167606;49.3272337634466;Mont-Bonvillers
ADRNIVX_0000000265766781;rue des fronts;0135;2;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905660.7;6917819;5.82905414611892;49.3267869498223;Mont-Bonvillers
ADRNIVX_0000000265766568;rue des fronts;0135;30;BIS;54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905974.9;6917916.2;5.83342051089469;49.3275588795328;Mont-Bonvillers
ADRNIVX_0000000265766782;rue des fronts;0135;3;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905676.4;6917824.4;5.8292725898571;49.326830404281;Mont-Bonvillers
ADRNIVX_0000000265766571;rue des fronts;0135;32;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905930;6917920.7;5.83280560970976;49.3276137824454;Mont-Bonvillers
ADRNIVX_0000000265766575;rue des fronts;0135;36;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905888.7;6917898.5;5.83222701866357;49.3274276677543;Mont-Bonvillers
ADRNIVX_0000000265766570;rue des fronts;0135;31;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905937.9;6917924.4;5.83291601539468;49.3276444734851;Mont-Bonvillers
ADRNIVX_0000000265766780;rue des fronts;0135;1;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905655.4;6917817.2;5.82898041534409;49.32677248638;Mont-Bonvillers
ADRNIVX_0000000265766573;rue des fronts;0135;34;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905909.2;6917909.2;5.83251405471738;49.3275171804902;Mont-Bonvillers
ADRNIVX_0000000265766557;rue des fronts;0135;20;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905876;6917901.5;5.83205394537648;49.3274587113837;Mont-Bonvillers
ADRNIVX_0000000265766572;rue des fronts;0135;33;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905915.3;6917912.7;5.83259962155567;49.3275466554516;Mont-Bonvillers
ADRNIVX_0000000265766569;rue des fronts;0135;30;B;54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905974.5;6917917.8;5.83341580260035;49.3275733817936;Mont-Bonvillers
ADRNIVX_0000000265766552;rue des fronts;0135;15;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905799.8;6917866.5;5.83098937337541;49.3271688528916;Mont-Bonvillers
ADRNIVX_0000000265766579;rue des fronts;0135;5114;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905848.7;6917879;5.83166763068862;49.327265386197;Mont-Bonvillers
ADRNIVX_0000000265766565;rue des fronts;0135;28;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905963.2;6917949;5.8332758848636;49.3278573044541;Mont-Bonvillers
ADRNIVX_0000000265766564;rue des fronts;0135;27;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905958;6917946.2;5.83320303245168;49.3278338280688;Mont-Bonvillers
ADRNIVX_0000000265766555;rue des fronts;0135;18;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905825.7;6917876.5;5.8313502797866;49.3272503401444;Mont-Bonvillers
ADRNIVX_0000000265766550;rue des fronts;0135;13;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905779.3;6917859.5;5.8307041657233;49.3271125747356;Mont-Bonvillers
ADRNIVX_0000000265766574;rue des fronts;0135;35;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905896.5;6917902.5;5.83233619713794;49.3274610865541;Mont-Bonvillers
ADRNIVX_0000000265766577;rue des fronts;0135;5111;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905840.4;6917875;5.83155158092916;49.3272321279236;Mont-Bonvillers
ADRNIVX_0000000265766558;rue des fronts;0135;21;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905892.5;6917910.5;5.83228516548142;49.3275342423689;Mont-Bonvillers
ADRNIVX_0000000265766553;rue des fronts;0135;16;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905804.7;6917868.2;5.83105755827913;49.3271825456588;Mont-Bonvillers
ADRNIVX_0000000265766784;rue des fronts;0135;5;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905697.5;6917831.5;5.82956609017192;49.3268873909356;Mont-Bonvillers
ADRNIVX_0000000265766576;rue des fronts;0135;37;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905748.2;6917819.7;5.83025710454703;49.326765057981;Mont-Bonvillers
ADRNIVX_0000000265766785;rue des fronts;0135;6;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905702.4;6917833.2;5.82963427432616;49.3269010845102;Mont-Bonvillers
ADRNIVX_0000000265766563;rue des fronts;0135;26;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905941.7;6917937.2;5.83297455854031;49.3277582343769;Mont-Bonvillers
ADRNIVX_0000000265766560;rue des fronts;0135;23;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905914.5;6917922.5;5.83259346000744;49.3276349496514;Mont-Bonvillers
ADRNIVX_0000000265766567;rue des fronts;0135;30;"";54084;54111;"";"";RUE DES FRONTS;MONT BONVILLERS;905979.8;6917950.1;5.8335045849691;49.3278618328456;Mont-Bonvillers
ADRNIVX_0000000265765570;impasse du 8 mai 1945;0140;8;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905825.4;6918141.7;5.83147691613834;49.3296328056503;Mont-Bonvillers
ADRNIVX_0000000265765568;impasse du 8 mai 1945;0140;5;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905792.9;6918116.7;5.83101788158681;49.3294186963813;Mont-Bonvillers
ADRNIVX_0000000265765578;impasse du 8 mai 1945;0140;16;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905790.4;6918212;5.83103050269292;49.3302756084539;Mont-Bonvillers
ADRNIVX_0000000265766586;impasse du 8 mai 1945;0140;4;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905836.8;6918104.2;5.83161511650981;49.3292922586981;Mont-Bonvillers
ADRNIVX_0000000265765572;impasse du 8 mai 1945;0140;10;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905803.8;6918175.2;5.8311965428299;49.3299407060738;Mont-Bonvillers
ADRNIVX_0000000265766583;impasse du 8 mai 1945;0140;1;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905798.5;6918076;5.83107478718842;49.3290512722614;Mont-Bonvillers
ADRNIVX_0000000265765579;impasse du 8 mai 1945;0140;17;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905749.5;6918218.9;5.83047172997528;49.3303507703207;Mont-Bonvillers
ADRNIVX_0000000265765574;impasse du 8 mai 1945;0140;12;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905809.7;6918177.4;5.83127872296747;49.3299585680812;Mont-Bonvillers
ADRNIVX_0000000265765573;impasse du 8 mai 1945;0140;11;"";54084;54111;"";"";IMPASSE DU 8 MAI 1945;MONT BONVILLERS;905773.5;6918155.9;5.83077055543464;49.3297770917111;Mont-Bonvillers
